timestamp,Open,High,Low,Close,Volume
2025-05-16 19:00:00,103691.54,104047.62,103587.0,104032.6,273.94744
2025-05-16 20:00:00,104032.6,104032.6,103526.47,103692.48,285.67975
2025-05-16 21:00:00,103692.48,103791.94,103500.0,103612.0,249.10753
2025-05-16 22:00:00,103612.01,103613.02,103397.5,103521.96,344.55949
2025-05-16 23:00:00,103521.96,103690.18,103420.92,103463.9,196.22444
2025-05-17 00:00:00,103463.9,103539.69,103100.0,103360.01,743.27212
2025-05-17 01:00:00,103360.0,103360.01,102612.5,102829.57,901.79419
2025-05-17 02:00:00,102829.58,103357.6,102747.44,103286.01,650.39481
2025-05-17 03:00:00,103286.01,103600.0,103173.85,103508.48,563.37816
2025-05-17 04:00:00,103508.48,103666.67,103476.19,103658.05,336.48814
2025-05-17 05:00:00,103658.05,103709.86,103328.12,103342.79,224.58608
2025-05-17 06:00:00,103342.79,103500.0,103285.71,103487.95,413.82507
2025-05-17 07:00:00,103487.96,103640.14,103435.08,103451.14,344.02794
2025-05-17 08:00:00,103451.13,103568.58,103120.0,103426.06,685.20657
2025-05-17 09:00:00,103426.06,103549.92,102808.6,102896.59,1202.56724
2025-05-17 10:00:00,102896.59,103045.56,102822.64,102873.74,457.50752
2025-05-17 11:00:00,102873.74,103099.84,102753.67,102994.17,375.02021
2025-05-17 12:00:00,102994.18,103066.43,102892.38,102927.57,287.44977
2025-05-17 13:00:00,102927.58,103103.47,102640.02,102713.34,446.71269
2025-05-17 14:00:00,102713.33,103180.0,102707.72,103124.8,281.64444
2025-05-17 15:00:00,103124.8,103179.51,102936.0,102939.53,256.86045
2025-05-17 16:00:00,102939.52,103106.07,102761.9,102938.32,344.47339
2025-05-17 17:00:00,102938.32,103292.88,102928.8,103130.43,312.20248
2025-05-17 18:00:00,103130.43,103350.0,102956.52,102987.2,387.59976
2025-05-17 19:00:00,102987.21,103204.07,102928.3,103158.6,243.69127
2025-05-17 20:00:00,103158.6,103433.78,103081.71,103372.04,286.01224
2025-05-17 21:00:00,103372.03,103477.87,103121.62,103243.69,922.48164
2025-05-17 22:00:00,103243.68,103243.68,102900.72,103031.03,402.93806
2025-05-17 23:00:00,103031.03,103212.0,102950.23,103126.65,180.76198
2025-05-18 00:00:00,103126.65,103409.98,103105.09,103382.8,304.88823
2025-05-18 01:00:00,103382.81,103405.12,103134.49,103251.49,182.56775
2025-05-18 02:00:00,103251.49,103360.01,103240.69,103346.7,179.48635
2025-05-18 03:00:00,103346.7,103390.45,103140.32,103295.7,247.02287
2025-05-18 04:00:00,103295.7,103433.78,103295.69,103355.01,148.44304
2025-05-18 05:00:00,103355.01,103685.03,103355.01,103648.2,430.19855
2025-05-18 06:00:00,103648.2,103679.02,103368.36,103476.19,373.91732
2025-05-18 07:00:00,103476.2,103988.0,103443.45,103919.39,462.12182
2025-05-18 08:00:00,103919.39,104088.2,103819.43,103912.82,679.59538
2025-05-18 09:00:00,103912.82,104022.0,103845.23,103868.48,352.23621
2025-05-18 10:00:00,103868.48,103935.4,103800.0,103856.81,261.38595
2025-05-18 11:00:00,103856.8,103998.98,103800.0,103800.54,280.93869
2025-05-18 12:00:00,103800.55,103939.66,103701.4,103939.65,242.85227
2025-05-18 13:00:00,103939.65,104800.0,103900.02,104740.0,1284.7537
2025-05-18 14:00:00,104740.0,105548.0,104556.32,105270.97,2059.10483
2025-05-18 15:00:00,105270.98,105680.0,104970.03,105518.0,1395.79302
2025-05-18 16:00:00,105518.0,105980.0,105161.19,105822.22,1218.8757
2025-05-18 17:00:00,105822.22,105900.0,104836.66,104836.67,1282.22053
2025-05-18 18:00:00,104836.66,104923.17,103988.0,104498.0,1819.26717
2025-05-18 19:00:00,104498.01,104761.9,103851.01,103883.97,1074.99209
2025-05-18 20:00:00,103883.98,104240.0,103285.71,104053.05,1803.51574
2025-05-18 21:00:00,104053.05,104601.14,104053.04,104180.38,690.9858
2025-05-18 22:00:00,104180.37,105979.99,103963.63,105928.1,1453.37474
2025-05-18 23:00:00,105928.11,106660.0,105460.0,106454.26,3371.44951
2025-05-19 00:00:00,106454.27,107108.62,105165.44,105260.88,2492.11697
2025-05-19 01:00:00,105260.88,105416.67,104742.53,105059.97,980.73261
2025-05-19 02:00:00,105059.97,105192.17,104569.0,104645.15,1063.96715
2025-05-19 03:00:00,104645.15,104645.15,103534.47,103605.88,1293.59737
2025-05-19 04:00:00,103605.9,103779.99,102789.0,103002.07,2427.05534
2025-05-19 05:00:00,103002.07,103118.57,102513.87,103032.01,2036.68924
2025-05-19 06:00:00,103032.0,103195.67,102000.0,102208.0,2300.40217
2025-05-19 07:00:00,102208.01,103356.8,102173.91,103226.29,1134.89093
2025-05-19 08:00:00,103226.29,103357.6,102920.57,103233.9,710.15374
2025-05-19 09:00:00,103233.9,103425.53,102999.99,103061.61,802.4216
2025-05-19 10:00:00,103061.62,103090.07,102853.81,102915.5,640.39455
2025-05-19 11:00:00,102915.5,103067.83,102782.6,102963.41,530.36927
2025-05-19 12:00:00,102963.4,102963.41,102126.16,102479.95,1052.78618
2025-05-19 13:00:00,102479.94,103527.89,102321.83,103294.11,1554.6245
2025-05-19 14:00:00,103294.11,104369.0,103181.67,104328.11,1627.19129
2025-05-19 15:00:00,104328.11,104968.75,104266.14,104786.41,1837.22906
2025-05-19 16:00:00,104786.42,105435.49,104491.53,105356.44,1500.27726
2025-05-19 17:00:00,105356.43,105550.01,104940.77,105380.95,1283.57443
2025-05-19 18:00:00,105380.96,105561.76,104703.66,104778.98,937.18228
2025-05-19 19:00:00,104778.99,105549.99,104633.55,105517.7,782.3217
2025-05-19 20:00:00,105517.64,105788.87,105321.54,105468.0,683.47777
2025-05-19 21:00:00,105468.0,105514.79,105016.27,105474.67,768.70926
2025-05-19 22:00:00,105474.67,105644.41,105182.86,105549.92,1369.62548
2025-05-19 23:00:00,105549.92,105829.99,105455.57,105573.74,450.24509
2025-05-20 00:00:00,105573.73,106569.99,105554.31,105727.27,1899.74036
2025-05-20 01:00:00,105727.27,106789.58,105701.46,106450.0,1406.29767
2025-05-20 02:00:00,106450.01,106853.27,106000.0,106099.99,1168.64729
2025-05-20 03:00:00,106100.0,106180.75,105533.01,105761.92,1275.86795
2025-05-20 04:00:00,105761.92,106250.0,105545.45,106219.99,545.70991
2025-05-20 05:00:00,106220.0,106399.0,106067.36,106105.26,584.56364
2025-05-20 06:00:00,106105.26,106219.99,105381.02,105454.54,635.48643
2025-05-20 07:00:00,105454.55,105750.26,104928.44,105021.71,1269.79336
2025-05-20 08:00:00,105021.7,105249.11,104847.16,105223.01,675.94019
2025-05-20 09:00:00,105223.0,105390.13,105186.31,105285.72,581.83412
2025-05-20 10:00:00,105285.72,105416.66,105022.72,105030.65,583.62785
2025-05-20 11:00:00,105030.65,105348.67,104913.04,105203.76,485.14026
2025-05-20 12:00:00,105203.75,105203.76,104653.39,104780.0,621.85316
2025-05-20 13:00:00,104780.01,104869.57,104184.72,104448.04,1440.3694
2025-05-20 14:00:00,104448.04,104995.43,104304.34,104519.84,1054.37222
2025-05-20 15:00:00,104519.84,105391.27,104482.68,105333.68,683.10716
2025-05-20 16:00:00,105333.67,105523.81,105090.9,105212.49,599.25564
2025-05-20 17:00:00,105212.49,106336.37,105212.49,106200.31,1531.99175
2025-05-20 18:00:00,106200.32,106419.19,105234.04,105285.54,955.70004
2025-05-20 19:00:00,105285.53,107238.37,105220.0,107026.47,1970.3521
2025-05-20 20:00:00,107026.47,107320.0,106407.66,106909.09,1407.95263
2025-05-20 21:00:00,106909.09,107225.68,106132.09,106619.0,988.46204
2025-05-20 22:00:00,106619.0,106894.86,105935.83,106775.83,610.98393
2025-05-20 23:00:00,106775.83,107208.68,106637.5,106849.99,728.43365
2025-05-21 00:00:00,106850.0,107206.94,106459.8,106739.54,795.55996
2025-05-21 01:00:00,106739.55,107086.24,106426.0,106500.0,440.84568
2025-05-21 02:00:00,106500.0,106923.07,106186.79,106859.04,639.36986
2025-05-21 03:00:00,106859.05,107100.0,106748.69,106843.59,708.25056
2025-05-21 04:00:00,106843.6,107700.0,106742.85,107287.0,1515.58688
2025-05-21 05:00:00,107286.99,107718.68,107281.55,107542.0,1194.67386
2025-05-21 06:00:00,107542.01,107985.05,107294.63,107751.41,1335.30875
2025-05-21 07:00:00,107751.41,107855.49,106454.54,106527.16,1745.68293
2025-05-21 08:00:00,106527.17,106797.98,106347.05,106372.45,1022.17805
2025-05-21 09:00:00,106372.46,106523.81,106100.01,106200.03,796.53854
2025-05-21 10:00:00,106200.03,106450.0,106136.99,106328.57,551.73093
2025-05-21 11:00:00,106328.56,106741.71,106272.72,106546.44,611.6822
2025-05-21 12:00:00,106546.43,106920.21,106409.92,106573.11,789.95753
2025-05-21 13:00:00,106573.1,107662.08,106329.47,107244.76,1192.94496
2025-05-21 14:00:00,107244.75,109000.0,107009.06,108999.99,4814.02631
2025-05-21 15:00:00,108999.99,109458.0,108332.26,108973.35,4908.56569
2025-05-21 16:00:00,108973.34,109845.0,108701.54,109131.7,3551.89039
2025-05-21 17:00:00,109131.71,109343.01,106117.67,106592.79,6249.91547
2025-05-21 18:00:00,106592.8,107415.83,106317.0,106965.05,2576.43227
2025-05-21 19:00:00,106965.05,108857.19,106619.68,108603.79,2579.9617
2025-05-21 20:00:00,108603.79,108739.14,107725.0,108238.09,1238.80704
2025-05-21 21:00:00,108238.09,108560.34,107940.0,108414.64,776.08015
2025-05-21 22:00:00,108414.63,109028.25,108278.97,108739.36,789.45572
2025-05-21 23:00:00,108739.36,110797.38,108660.0,109643.99,4705.594915
2025-05-22 00:00:00,109643.99,110178.49,109177.37,109954.53,2147.46453
2025-05-22 01:00:00,109954.54,110576.7,109667.0,109920.68,1776.18943
2025-05-22 02:00:00,109920.69,110981.96,109822.58,110471.51,2116.54822
2025-05-22 03:00:00,110471.52,111880.0,110339.87,111780.84,2977.5295
2025-05-22 04:00:00,111780.84,111795.04,111234.4,111482.42,1845.93128
2025-05-22 05:00:00,111482.43,111672.32,110832.38,110879.99,2584.32531
2025-05-22 06:00:00,110880.0,111185.82,110478.26,110606.07,1507.16841
2025-05-22 07:00:00,110606.07,111139.71,110461.87,111045.45,1165.97838
2025-05-22 08:00:00,111045.45,111162.18,110381.46,110409.09,1178.49072
2025-05-22 09:00:00,110409.1,110840.0,110272.72,110821.3,1046.51732
2025-05-22 10:00:00,110821.3,110952.39,110601.0,110805.22,823.91343
2025-05-22 11:00:00,110805.23,111326.2,110500.0,110981.97,965.26641
2025-05-22 12:00:00,110981.98,111626.43,110804.72,111608.69,1598.01131
2025-05-22 13:00:00,111608.69,111625.75,110904.0,110914.49,1601.31192
2025-05-22 14:00:00,110914.49,111397.94,110550.0,110897.9,1686.01739
2025-05-22 15:00:00,110897.89,111529.72,110787.8,111290.86,1200.91956
2025-05-22 16:00:00,111290.85,111782.61,111087.25,111252.36,780.15322
2025-05-22 17:00:00,111252.36,111980.0,111168.03,111502.31,917.63574
2025-05-22 18:00:00,111502.32,111953.85,111379.22,111727.27,622.21825
2025-05-22 19:00:00,111727.28,111920.0,110916.4,111188.0,940.62549
2025-05-22 20:00:00,111188.0,111431.5,110831.52,111076.24,792.97237
2025-05-22 21:00:00,111076.24,111108.89,110763.27,110831.36,412.2136
2025-05-22 22:00:00,110831.36,111252.03,110831.36,111020.93,412.79621
2025-05-22 23:00:00,111020.93,111717.34,111020.92,111696.21,530.57513
2025-05-23 00:00:00,111696.22,111800.0,111382.97,111613.58,823.77218
2025-05-23 01:00:00,111613.58,111739.14,111201.86,111327.69,865.20204
2025-05-23 02:00:00,111327.69,111618.93,111193.9,111272.72,656.2768
2025-05-23 03:00:00,111272.73,111374.54,111000.13,111100.01,489.0438
2025-05-23 04:00:00,111100.0,111181.82,110547.98,110844.19,740.6573
2025-05-23 05:00:00,110844.19,110951.7,110658.72,110855.47,540.83274
2025-05-23 06:00:00,110855.47,110857.15,110407.89,110526.01,861.12423
2025-05-23 07:00:00,110526.01,110857.15,110523.8,110715.42,1083.90073
2025-05-23 08:00:00,110715.41,111030.12,110715.41,110935.24,525.4318
2025-05-23 09:00:00,110935.24,111381.61,110909.46,111335.02,588.81353
2025-05-23 10:00:00,111335.02,111335.02,110816.34,111061.24,428.14347
2025-05-23 11:00:00,111061.24,111092.5,108888.0,109076.35,2661.79754
2025-05-23 12:00:00,109076.36,109096.39,107316.0,108412.77,6557.04047
2025-05-23 13:00:00,108412.77,109714.7,107922.82,109634.99,3726.35919
2025-05-23 14:00:00,109634.99,109992.75,109505.0,109672.01,1726.66757
2025-05-23 15:00:00,109672.01,109850.02,108916.0,108940.0,1153.19085
2025-05-23 16:00:00,108940.0,109222.42,108001.0,109068.87,2275.39816
2025-05-23 17:00:00,109068.87,109809.53,109022.82,109413.03,1158.19809
2025-05-23 18:00:00,109413.02,109494.8,108654.82,108794.09,750.38683
2025-05-23 19:00:00,108794.09,109157.85,108605.12,108716.07,767.19773
2025-05-23 20:00:00,108714.01,108727.28,108186.55,108236.53,592.39199
2025-05-23 21:00:00,108236.53,108664.65,108055.0,108282.89,561.89055
2025-05-23 22:00:00,108282.89,108590.9,107638.96,107797.37,816.9094
2025-05-23 23:00:00,107797.37,107898.34,106800.0,107318.3,1387.0961
2025-05-24 00:00:00,107318.3,107680.83,106875.41,107366.68,926.99572
2025-05-24 01:00:00,107366.68,107875.66,107352.75,107479.24,437.55116
2025-05-24 02:00:00,107479.24,107900.11,107243.1,107803.84,383.40402
2025-05-24 03:00:00,107803.84,108367.54,107750.64,108366.3,573.36983
2025-05-24 04:00:00,108366.31,108582.33,108300.0,108485.07,403.76377
2025-05-24 05:00:00,108485.06,108530.73,108126.99,108235.68,437.82917
2025-05-24 06:00:00,108235.69,108342.53,107683.96,107959.99,682.2587
2025-05-24 07:00:00,107959.99,108227.27,107566.37,107587.75,458.42202
2025-05-24 08:00:00,107587.75,108285.39,107587.74,108251.23,520.00591
2025-05-24 09:00:00,108251.23,108434.0,108158.09,108161.69,467.30605
2025-05-24 10:00:00,108161.7,109258.94,108152.01,109094.99,2231.65558
2025-05-24 11:00:00,109094.99,109506.03,109094.99,109208.56,2198.07764
2025-05-24 12:00:00,109208.57,109282.81,108636.36,108776.63,1286.18727
2025-05-24 13:00:00,108776.63,108894.25,108540.0,108590.29,575.75967
2025-05-24 14:00:00,108590.28,109036.81,108590.28,108959.09,422.11246
2025-05-24 15:00:00,108959.1,109212.76,108819.12,108929.7,382.11963
2025-05-24 16:00:00,108929.71,109096.13,108682.36,108997.67,290.13693
2025-05-24 17:00:00,108997.68,109200.0,108882.35,108920.03,258.09912
2025-05-24 18:00:00,108920.03,109076.2,108781.54,108827.01,170.00615
2025-05-24 19:00:00,108827.0,109019.6,108800.0,108960.0,297.31317
2025-05-24 20:00:00,108960.0,109125.0,108863.63,108863.63,220.43889
2025-05-24 21:00:00,108863.63,108863.64,108580.11,108818.18,260.12572
2025-05-24 22:00:00,108818.18,108818.19,107977.67,108100.5,666.17978
2025-05-24 23:00:00,108100.5,108396.97,107500.0,107761.91,2233.41293
2025-05-25 00:00:00,107761.9,108130.44,107286.28,107443.9,1031.59929
2025-05-25 01:00:00,107443.9,108007.29,107206.0,107656.22,702.14525
2025-05-25 02:00:00,107656.21,108000.0,107480.29,107928.8,339.41198
2025-05-25 03:00:00,107928.8,108257.14,107923.6,108095.75,422.72429
2025-05-25 04:00:00,108095.76,108275.7,107941.96,108245.21,245.16657
2025-05-25 05:00:00,108245.21,108288.69,107972.02,108103.98,167.94588
2025-05-25 06:00:00,108103.99,108136.37,107687.21,107938.0,378.11797
2025-05-25 07:00:00,107938.0,107938.0,107454.54,107681.81,502.48123
2025-05-25 08:00:00,107681.82,107700.65,106926.14,107109.41,948.81757
2025-05-25 09:00:00,107109.4,107258.29,106708.98,107131.67,1082.98139
2025-05-25 10:00:00,107131.68,107390.89,106826.53,106946.4,780.43314
2025-05-25 11:00:00,106946.4,107272.73,106834.34,107260.0,587.12489
2025-05-25 12:00:00,107259.99,107625.0,107181.81,107530.57,799.16485
2025-05-25 13:00:00,107530.57,107743.34,107300.0,107521.75,446.62388
2025-05-25 14:00:00,107521.74,107653.68,107137.56,107355.0,701.7807
2025-05-25 15:00:00,107355.0,107420.98,106600.64,106967.97,3145.57829
2025-05-25 16:00:00,106967.97,107243.36,106640.52,107174.4,1428.32141
2025-05-25 17:00:00,107174.41,107374.38,107111.56,107363.37,232.07576
2025-05-25 18:00:00,107363.36,107600.0,107272.72,107413.34,187.95214
2025-05-25 19:00:00,107413.34,107940.95,107413.33,107717.01,255.5344
2025-05-25 20:00:00,107717.02,107754.24,107409.09,107677.35,360.39184
2025-05-25 21:00:00,107677.36,107914.44,107176.0,107466.7,314.15348
2025-05-25 22:00:00,107466.69,109200.0,107350.01,109166.0,1652.91716
2025-05-25 23:00:00,109165.99,109299.99,108570.16,109004.19,996.60359
2025-05-26 00:00:00,109004.2,109600.0,108670.58,109540.46,921.21434
2025-05-26 01:00:00,109540.45,109844.91,109224.0,109545.46,968.05223
2025-05-26 02:00:00,109545.45,109772.72,109172.36,109387.72,638.12107
2025-05-26 03:00:00,109387.73,109765.74,109273.51,109623.53,563.40876
2025-05-26 04:00:00,109623.54,109737.71,109510.58,109541.3,537.86277
2025-05-26 05:00:00,109541.31,109688.05,109365.29,109650.01,537.14753
2025-05-26 06:00:00,109650.0,109951.2,109519.4,109928.37,463.70135
2025-05-26 07:00:00,109928.37,110228.11,109728.37,110094.62,933.69745
2025-05-26 08:00:00,110094.62,110173.92,109606.32,109666.4,528.16161
2025-05-26 09:00:00,109666.39,109996.2,109600.0,109712.56,524.59189
2025-05-26 10:00:00,109712.56,109857.15,109571.42,109643.56,276.23009
2025-05-26 11:00:00,109643.55,109836.0,109556.69,109772.72,325.29275
2025-05-26 12:00:00,109772.73,110086.96,109666.66,109826.92,380.50527
2025-05-26 13:00:00,109826.91,109980.0,109494.74,109595.65,546.39868
2025-05-26 14:00:00,109595.64,109739.14,109499.92,109652.51,768.91932
2025-05-26 15:00:00,109652.51,110420.74,109529.57,110009.82,1417.39714
2025-05-26 16:00:00,110009.83,110422.22,109089.43,109391.37,1696.47921
2025-05-26 17:00:00,109391.37,109693.24,108871.21,109171.91,713.14566
2025-05-26 18:00:00,109171.9,109460.89,109010.97,109101.97,293.71183
2025-05-26 19:00:00,109101.96,109193.66,108858.28,109130.44,334.66026
2025-05-26 20:00:00,109130.44,109624.85,108940.0,109606.5,338.4709
2025-05-26 21:00:00,109606.5,109646.45,109136.36,109346.68,282.33947
2025-05-26 22:00:00,109346.68,109888.89,109173.91,109190.48,390.94918
2025-05-26 23:00:00,109190.47,109466.06,109057.74,109434.79,268.65717
2025-05-27 00:00:00,109434.78,109666.0,109128.72,109136.37,482.27371
2025-05-27 01:00:00,109136.37,109136.37,107516.57,108385.31,2302.30401
2025-05-27 02:00:00,108385.32,108697.94,107894.95,108272.72,818.93423
2025-05-27 03:00:00,108272.73,109298.43,108268.0,108892.16,1100.79535
2025-05-27 04:00:00,108892.15,109355.11,108863.63,108952.65,626.46795
2025-05-27 05:00:00,108952.64,108969.76,108550.0,108923.36,667.51791
2025-05-27 06:00:00,108923.36,109290.03,108826.08,108828.19,1335.64871
2025-05-27 07:00:00,108828.18,109636.37,108828.18,109547.16,710.52493
2025-05-27 08:00:00,109540.0,109777.77,109492.59,109695.65,567.33883
2025-05-27 09:00:00,109695.66,109899.0,109428.98,109830.25,615.70678
2025-05-27 10:00:00,109830.24,109852.0,109639.64,109698.57,253.14136
2025-05-27 11:00:00,109698.57,109783.53,109439.71,109585.49,450.26661
2025-05-27 12:00:00,109585.49,109826.91,109456.5,109603.02,434.51585
2025-05-27 13:00:00,109603.03,110718.0,109581.46,109837.26,2819.7582
2025-05-27 14:00:00,109837.26,110217.4,108670.29,109374.75,2073.92899
2025-05-27 15:00:00,109374.75,110240.83,109010.33,110140.11,1449.68899
2025-05-27 16:00:00,110140.11,110499.64,109956.03,110217.39,868.1346
2025-05-27 17:00:00,110217.4,110454.95,109968.0,110232.46,599.07105
2025-05-27 18:00:00,110232.46,110409.11,109828.92,109890.62,663.24539
2025-05-27 19:00:00,109890.62,110064.71,109574.46,109877.87,493.59702
2025-05-27 20:00:00,109877.87,109897.49,109551.69,109551.69,282.59269
2025-05-27 21:00:00,109551.69,109690.94,108824.85,108918.07,575.42749
2025-05-27 22:00:00,108918.08,109170.49,108600.0,109027.01,695.95406
2025-05-27 23:00:00,109027.0,109159.28,108919.24,108938.17,389.82164
2025-05-28 00:00:00,108938.17,109261.76,108665.18,109205.39,478.61482
2025-05-28 01:00:00,109205.39,109284.7,108624.33,108667.99,432.06306
2025-05-28 02:00:00,108667.99,108869.57,108400.0,108627.42,723.16256
2025-05-28 03:00:00,108627.41,108962.1,108569.09,108863.64,370.01313
2025-05-28 04:00:00,108863.64,109061.6,108624.43,108971.87,383.9071
2025-05-28 05:00:00,108971.87,109089.68,108841.57,109000.0,278.93308
2025-05-28 06:00:00,108999.99,109000.0,108636.36,108727.27,383.05025
2025-05-28 07:00:00,108727.28,109007.71,108720.0,108816.44,345.62936
2025-05-28 08:00:00,108816.44,109130.44,108602.9,109040.45,475.37342
2025-05-28 09:00:00,109040.45,109076.61,108507.23,108789.17,623.66656
2025-05-28 10:00:00,108789.17,108944.22,108258.01,108829.01,542.89413
2025-05-28 11:00:00,108829.0,108950.0,108719.89,108870.38,249.29417
2025-05-28 12:00:00,108870.39,109053.39,108784.27,108891.94,373.67089
2025-05-28 13:00:00,108891.94,108985.05,108010.0,108068.45,1104.53138
2025-05-28 14:00:00,108068.45,108253.03,107466.02,107522.72,2045.96247
2025-05-28 15:00:00,107522.71,107677.28,107045.45,107107.31,2226.89421
2025-05-28 16:00:00,107107.31,107457.59,107107.31,107420.0,629.26184
2025-05-28 17:00:00,107420.0,107832.38,107363.63,107679.01,886.65781
2025-05-28 18:00:00,107679.01,107842.29,107388.0,107476.55,436.1546
2025-05-28 19:00:00,107476.54,107798.14,106938.24,106946.01,805.61276
2025-05-28 20:00:00,106946.0,107403.82,106769.43,107318.18,518.47491
2025-05-28 21:00:00,107318.19,107575.56,107185.9,107495.74,307.12595
2025-05-28 22:00:00,107495.74,107495.74,107150.0,107400.73,296.55247
2025-05-28 23:00:00,107400.73,108043.95,107400.73,107781.78,716.28736
2025-05-29 00:00:00,107781.78,108297.87,107421.12,108285.32,732.1461
2025-05-29 01:00:00,108285.31,108347.78,107812.85,108156.23,977.95629
2025-05-29 02:00:00,108156.23,108484.61,107931.15,108426.94,690.46291
2025-05-29 03:00:00,108426.93,108430.76,107955.47,108044.88,611.48079
2025-05-29 04:00:00,108044.87,108106.94,106948.01,107564.44,1149.18527
2025-05-29 05:00:00,107564.44,107765.95,107492.36,107681.81,384.95323
2025-05-29 06:00:00,107681.81,107945.47,107643.18,107915.46,332.12973
2025-05-29 07:00:00,107915.46,108012.79,107752.54,107880.72,420.81581
2025-05-29 08:00:00,107880.73,108553.62,107681.81,108492.49,723.1397
2025-05-29 09:00:00,108492.5,108637.01,108320.0,108520.01,551.68067
2025-05-29 10:00:00,108520.01,108857.15,108381.76,108746.01,766.2731
2025-05-29 11:00:00,108746.01,108891.91,108666.09,108779.84,484.21621
2025-05-29 12:00:00,108779.83,108797.25,108375.71,108434.78,635.2207
2025-05-29 13:00:00,108434.78,108590.88,107430.56,107601.08,1476.99596
2025-05-29 14:00:00,107601.08,107835.33,106474.0,107622.54,2202.01745
2025-05-29 15:00:00,107622.53,107737.7,106955.91,107019.89,856.64056
2025-05-29 16:00:00,107019.9,107168.23,106570.99,106724.42,1143.70436
2025-05-29 17:00:00,106724.42,106889.39,106117.51,106303.6,1344.30205
2025-05-29 18:00:00,106303.6,106617.77,105804.87,105837.13,1056.11722
2025-05-29 19:00:00,105837.14,106090.45,105639.3,105731.74,1138.17489
2025-05-29 20:00:00,105731.74,106221.91,105729.02,106180.0,588.90778
2025-05-29 21:00:00,106180.0,106470.69,106099.41,106443.01,323.40615
2025-05-29 22:00:00,106443.02,106460.0,105906.65,105929.07,391.58161
2025-05-29 23:00:00,105929.08,106078.47,105322.86,105589.75,853.19262
2025-05-30 00:00:00,105589.75,106214.93,104600.5,104939.99,1835.85842
2025-05-30 01:00:00,104940.0,105925.92,104940.0,105666.66,1178.59954
2025-05-30 02:00:00,105666.67,106172.3,105650.0,106000.0,767.82001
2025-05-30 03:00:00,106000.01,106193.58,105913.35,106024.33,608.67187
2025-05-30 04:00:00,106024.33,106136.0,105904.76,106112.08,577.59911
2025-05-30 05:00:00,106112.08,106313.12,106018.79,106083.42,420.63382
2025-05-30 06:00:00,106083.43,106135.17,105535.07,105711.77,1083.16822
2025-05-30 07:00:00,105711.77,105850.0,104727.72,105028.02,2105.75378
2025-05-30 08:00:00,105028.03,105367.31,104841.42,105177.33,915.44822
2025-05-30 09:00:00,105177.34,105666.67,104606.01,105623.04,1181.32648
2025-05-30 10:00:00,105623.04,105938.44,105285.71,105925.06,845.87516
2025-05-30 11:00:00,105925.05,105981.75,105700.0,105880.51,520.93192
2025-05-30 12:00:00,105880.5,106000.0,105153.84,105684.96,1168.81206
2025-05-30 13:00:00,105684.95,105979.35,105366.14,105495.59,956.14556
2025-05-30 14:00:00,105495.6,105837.57,105047.61,105346.33,1209.39338
2025-05-30 15:00:00,105346.34,105831.0,105291.12,105543.0,842.00636
2025-05-30 16:00:00,105543.0,105560.98,103706.71,103898.75,2576.2408
2025-05-30 17:00:00,103898.75,104292.69,103836.03,104183.15,1096.10894
2025-05-30 18:00:00,104183.15,104914.02,104065.08,104891.99,839.08091
2025-05-30 19:00:00,104891.98,104988.97,104484.86,104640.5,691.96122
2025-05-30 20:00:00,104640.49,104846.13,104398.93,104580.0,400.3719
2025-05-30 21:00:00,104579.99,104878.05,104553.7,104631.59,288.73316
2025-05-30 22:00:00,104631.6,104804.32,103966.32,103966.33,658.81848
2025-05-30 23:00:00,103966.32,104260.0,103621.0,103985.48,937.13867
2025-05-31 00:00:00,103985.47,104292.69,103550.0,103957.33,931.10451
2025-05-31 01:00:00,103957.33,104195.13,103269.87,103476.61,1041.88047
2025-05-31 02:00:00,103476.6,103852.18,103102.59,103189.83,624.53338
2025-05-31 03:00:00,103189.83,103692.3,103068.55,103684.01,648.80769
2025-05-31 04:00:00,103684.0,103820.68,103487.99,103812.0,362.42657
2025-05-31 05:00:00,103812.0,103911.1,103519.74,103538.94,459.85245
2025-05-31 06:00:00,103538.93,103903.54,103530.64,103862.52,275.22705
2025-05-31 07:00:00,103862.52,103862.52,103633.35,103747.02,327.26511
2025-05-31 08:00:00,103747.03,103809.51,103513.84,103648.32,300.058
2025-05-31 09:00:00,103648.32,103737.49,103482.55,103538.01,296.10498
2025-05-31 10:00:00,103538.02,103599.36,103285.71,103410.0,386.05919
2025-05-31 11:00:00,103410.01,103523.81,103311.32,103498.18,479.80598
2025-05-31 12:00:00,103498.17,104033.96,103480.11,104033.96,728.70156
2025-05-31 13:00:00,104033.95,104200.0,103978.0,104117.3,624.03528
2025-05-31 14:00:00,104117.31,104583.48,104117.3,104573.92,795.27913
2025-05-31 15:00:00,104573.91,104846.15,104443.39,104556.08,714.30044
2025-05-31 16:00:00,104556.08,104780.49,104400.0,104490.57,495.10689
2025-05-31 17:00:00,104490.56,104619.05,104261.39,104349.06,343.45658
2025-05-31 18:00:00,104349.06,104619.05,104349.05,104487.81,165.7009
2025-05-31 19:00:00,104487.81,104750.0,104487.8,104698.02,233.47406
2025-05-31 20:00:00,104698.03,104807.94,104533.54,104781.83,150.05341
2025-05-31 21:00:00,104781.84,104884.16,104645.73,104863.16,317.26216
2025-05-31 22:00:00,104863.16,104900.0,104603.08,104625.8,228.10691
2025-05-31 23:00:00,104625.79,104840.0,104473.2,104591.88,360.75652
